name,description,timestamp,begin,_end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,bureaux,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,"<div class=""googft-info-window"">
<b>ID:</b> 665<br>
<b>Bureaux:</b> Thales near  Huntsville,  Alabama,  United States
</div>",,,,,,,-1,,,665,"Thales near  Huntsville,  Alabama,  United States",0101000020E61000000AE12C8084A855C08AF2BB9F09604140,119,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 162<br>
<b>Bureaux:</b> Thales near  Irvine,  California,  United States
</div>",,,,,,,-1,,,162,"Thales near  Irvine,  California,  United States",0101000020E61000009C76E73FDA745DC0E1BDFE7FF7D74040,120,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 496<br>
<b>Bureaux:</b> Thales near  Ismaning,  Bayern,  Germany
</div>",,,,,,,-1,,,496,"Thales near  Ismaning,  Bayern,  Germany",0101000020E6100000174A8160E9332540423B4CA02DCB4740,121,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 50<br>
<b>Bureaux:</b> Thales near  Issy les Moulineaux,  Région Parisienne,  France
</div>",,,,,,,-1,,,50,"Thales near  Issy les Moulineaux,  Région Parisienne,  France",0101000020E610000003ACFA01B4020240C8E64FC01B694840,122,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 625<br>
<b>Bureaux:</b> Thales near  Jeddah ,  Jeddah ,  Saudi Arabia
</div>",,,,,,,-1,,,625,"Thales near  Jeddah ,  Jeddah ,  Saudi Arabia",0101000020E610000055BC36C0719143400EAAC3C0298C3540,124,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 392<br>
<b>Bureaux:</b> Thales near  Kiel,  Schleswig-Holstein,  Germany
</div>",,,,,,,-1,,,392,"Thales near  Kiel,  Schleswig-Holstein,  Germany",0101000020E61000002C6D2700B543244022B8DB3F60294B40,129,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 495<br>
<b>Bureaux:</b> Thales near  Koblenz,  Rheinland-Pfalz,  Germany
</div>",,,,,,,-1,,,495,"Thales near  Koblenz,  Rheinland-Pfalz,  Germany",0101000020E6100000C52F0620FF5E1E40ADEB06C02E2E4940,130,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 609<br>
<b>Bureaux:</b> Thales near  Kochi,  Kerala,  India
</div>",,,,,,,-1,,,609,"Thales near  Kochi,  Kerala,  India",0101000020E6100000F33EE99FBB10534001309E4143DF2340,131,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 415<br>
<b>Bureaux:</b> Thales near  Korntal-Münchingen,  Baden-Württemberg,  Germany
</div>",,,,,,,-1,,,415,"Thales near  Korntal-Münchingen,  Baden-Württemberg,  Germany",0101000020E610000054991881673D2240EC6CC83F336A4840,132,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 530<br>
<b>Bureaux:</b> Thales near  Kowloon,  Hong Kong,  China
</div>",,,,,,,-1,,,530,"Thales near  Kowloon,  Hong Kong,  China",0101000020E6100000F12FDD7FBF8B5C4063F9A9E0A64F3640,134,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 216<br>
<b>Bureaux:</b> Thales near  Kuala Lumpur,  Kuala Lumpur,  Malaysia
</div>",,,,,,,-1,,,216,"Thales near  Kuala Lumpur,  Kuala Lumpur,  Malaysia",0101000020E61000001D33F55F0C6E594084A4AA645B110940,135,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 37<br>
<b>Bureaux:</b> Thales near  La Ferté Saint Aubin,  Centre,  France
</div>",,,,,,,-1,,,37,"Thales near  La Ferté Saint Aubin,  Centre,  France",0101000020E61000006A46ABFF18FFFE3FBF6CF1DF72DC4740,136,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 52<br>
<b>Bureaux:</b> Thales near  Lambersart,  France Nord,  France
</div>",,,,,,,-1,,,52,"Thales near  Lambersart,  France Nord,  France",0101000020E6100000EEE5E37F972E084082FA3B80EA524940,137,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 121<br>
<b>Bureaux:</b> Thales near  Langen,  Hessen,  Germany
</div>",,,,,,,-1,,,121,"Thales near  Langen,  Hessen,  Germany",0101000020E610000062C6CA1E575521401A530B804CFE4840,138,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 416<br>
<b>Bureaux:</b> Thales near  L'Aquila,  Abruzzo,  Italy
</div>",,,,,,,-1,,,416,"Thales near  L'Aquila,  Abruzzo,  Italy",0101000020E610000049E70D411FCA2A409CE337E04E2D4540,139,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 573<br>
<b>Bureaux:</b> Thales near  Lara ,  Victoria,  Australia
</div>",,,,,,,-1,,,573,"Thales near  Lara ,  Victoria,  Australia",0101000020E6100000992CEE3FF20B6240AF384140630643C0,140,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 33<br>
<b>Bureaux:</b> Thales near  Laval,  Pays de la Loire,  France
</div>",,,,,,,-1,,,33,"Thales near  Laval,  Pays de la Loire,  France",0101000020E6100000ED815660C8EAE7BF3EDCC47F70064840,141,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 240<br>
<b>Bureaux:</b> Thales near  Leeds,  Yorkshire,  United Kingdom
</div>",,,,,,,-1,,,240,"Thales near  Leeds,  Yorkshire,  United Kingdom",0101000020E610000003194BA2A87DF9BF01A83D80A0DF4A40,142,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 403<br>
<b>Bureaux:</b> Thales near  Leipzig,  Sachsen,  Germany
</div>",,,,,,,-1,,,403,"Thales near  Leipzig,  Sachsen,  Germany",0101000020E6100000707610E099C52840D04B20802FAC4940,144,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 53<br>
<b>Bureaux:</b> Thales near  Lille,  France Nord,  France
</div>",,,,,,,-1,,,53,"Thales near  Lille,  France Nord,  France",0101000020E610000093C6681D552D1240388600E0D8304740,145,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 650<br>
<b>Bureaux:</b> Thales near  Linton,  Manawatu-Wanganui,  New Zealand
</div>",,,,,,,-1,,,650,"Thales near  Linton,  Manawatu-Wanganui,  New Zealand",0101000020E6100000AC17E87FDEF165408921DEDF453744C0,147,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 538<br>
<b>Bureaux:</b> Thales near  Lisbon,  Greater Lisbon,  Portugal
</div>",,,,,,,-1,,,538,"Thales near  Lisbon,  Greater Lisbon,  Portugal",0101000020E61000002BC5E97F14FA51C01A7FEC3F7C1B4640,148,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 563<br>
<b>Bureaux:</b> Thales near  Lithgow ,  New South Wales,  Australia
</div>",,,,,,,-1,,,563,"Thales near  Lithgow ,  New South Wales,  Australia",0101000020E61000006110FD7FC1C46240F3412A2048BD40C0,149,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 504<br>
<b>Bureaux:</b> Thales near  Ljubljana,  Ljubljana,  Slovenia
</div>",,,,,,,-1,,,504,"Thales near  Ljubljana,  Ljubljana,  Slovenia",0101000020E610000014E5773F130E2D40CA479C5FDE0F4740,150,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 88<br>
<b>Bureaux:</b> Thales near  London,  London,  United Kingdom
</div>",,,,,,,-1,,,88,"Thales near  London,  London,  United Kingdom",0101000020E610000066E14625D0BB8CBF3394C95F10C04940,151,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 231<br>
<b>Bureaux:</b> Thales near  Long Crendon,  Thames Valley,  United Kingdom
</div>",,,,,,,-1,,,231,"Thales near  Long Crendon,  Thames Valley,  United Kingdom",0101000020E610000062670A9DD7D8EFBF57F1A19F04E34940,152,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 659<br>
<b>Bureaux:</b> Thales near  Luanda,  Luanda,  Angola
</div>",,,,,,,-1,,,659,"Thales near  Luanda,  Luanda,  Angola",0101000020E6100000A6CFB3FE3B772A402C47C8409EA121C0,153,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 74<br>
<b>Bureaux:</b> Thales near  Lyon,  Rhône-Alpes,  France
</div>",,,,,,,-1,,,74,"Thales near  Lyon,  Rhône-Alpes,  France",0101000020E6100000F88DAF3DB36C1340439FD9BFFCE34640,155,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 123<br>
<b>Bureaux:</b> Thales near  Madrid,  Madrid,  Spain
</div>",,,,,,,-1,,,123,"Thales near  Madrid,  Madrid,  Spain",0101000020E610000094A46B26DFEC0DC033011A00052F4440,156,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 444<br>
<b>Bureaux:</b> Thales near  Malaga,  Malaga,  Spain
</div>",,,,,,,-1,,,444,"Thales near  Malaga,  Malaga,  Spain",0101000020E6100000ABB019E002EF5DC09D21664007574240,158,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 55<br>
<b>Bureaux:</b> Thales near  Malakoff,  Région Parisienne,  France
</div>",,,,,,,-1,,,55,"Thales near  Malakoff,  Région Parisienne,  France",0101000020E6100000D5B2B5BE486802403F17B25F1C694840,159,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 94<br>
<b>Bureaux:</b> Thales near  Manchester,  North West,  United Kingdom
</div>",,,,,,,-1,,,94,"Thales near  Manchester,  North West,  United Kingdom",0101000020E610000001721D3E441E02C075D256804AB14A40,161,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 128<br>
<b>Bureaux:</b> Thales near  Melbourne,  Victoria,  Australia
</div>",,,,,,,-1,,,128,"Thales near  Melbourne,  Victoria,  Australia",0101000020E61000000CEDF71F74186240947E67203BE142C0,164,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 428<br>
<b>Bureaux:</b> Thales near  Mexico City,  Federal District,  United Mexican States
</div>",,,,,,,-1,,,428,"Thales near  Mexico City,  Federal District,  United Mexican States",0101000020E6100000336B2920EDC558C02BEE89BF376B3340,167,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 617<br>
<b>Bureaux:</b> Thales near  Microcentro,  Capital Federal,  Argentina
</div>",,,,,,,-1,,,617,"Thales near  Microcentro,  Capital Federal,  Argentina",0101000020E61000008A332B80CE2F4DC0C1E84DA0E34D41C0,168,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 599<br>
<b>Bureaux:</b> Thales near  Midrand,  Gauteng,  South Africa
</div>",,,,,,,-1,,,599,"Thales near  Midrand,  Gauteng,  South Africa",0101000020E610000090F98040671C3C407E0283FF08FA39C0,169,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 230<br>
<b>Bureaux:</b> Thales near  Milano,  Lombardia,  Italy
</div>",,,,,,,-1,,,230,"Thales near  Milano,  Lombardia,  Italy",0101000020E610000072906B9E7E3B2240533D997FF4B64640,170,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 656<br>
<b>Bureaux:</b> Thales near  Milpitas,  California,  United States
</div>",,,,,,,-1,,,656,"Thales near  Milpitas,  California,  United States",0101000020E610000022BB1CC06C795EC078190F0066B74240,171,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 124<br>
<b>Bureaux:</b> Thales near  Montpellier,  France Sud Est,  France
</div>",,,,,,,-1,,,124,"Thales near  Montpellier,  France Sud Est,  France",0101000020E610000004B7A4598FC10E4009A3FE1FCCCB4540,173,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 152<br>
<b>Bureaux:</b> Thales near  Montréal,  Québec,  Canada
</div>",,,,,,,-1,,,152,"Thales near  Montréal,  Québec,  Canada",0101000020E610000081261D409A6352C057CB42E0EDCD4640,174,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 59<br>
<b>Bureaux:</b> Thales near  Montrouge,  Région Parisienne,  France
</div>",,,,,,,-1,,,59,"Thales near  Montrouge,  Région Parisienne,  France",0101000020E610000097A201614C8F0240962023A0C2684840,175,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 566<br>
<b>Bureaux:</b> Thales near  Moorebank ,  New South Wales,  Australia
</div>",,,,,,,-1,,,566,"Thales near  Moorebank ,  New South Wales,  Australia",0101000020E610000034D2F7BF88DD6240D6A1E41FC7F940C0,176,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 196<br>
<b>Bureaux:</b> Thales near  Mumbai,  Maharashtra,  India
</div>",,,,,,,-1,,,196,"Thales near  Mumbai,  Maharashtra,  India",0101000020E61000007980DD9F413552402AF40BC050133340,178,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 401<br>
<b>Bureaux:</b> Thales near  München,  Ismaning,  Germany
</div>",,,,,,,-1,,,401,"Thales near  München,  Ismaning,  Germany",0101000020E61000009FECC1FFB12727404DED56E075114840,179,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 662<br>
<b>Bureaux:</b> Thales near  Muscat,  Muscat,  Oman
</div>",,,,,,,-1,,,662,"Thales near  Muscat,  Muscat,  Oman",0101000020E6100000311BAE1FAC4B4D40554FE61F7D9D3740,180,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 82<br>
<b>Bureaux:</b> Thales near  Nantes,  Pays de la Loire,  France
</div>",,,,,,,-1,,,82,"Thales near  Nantes,  Pays de la Loire,  France",0101000020E6100000518F238C55D9F8BFE1BABDFFEA9B4740,181,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 487<br>
<b>Bureaux:</b> Thales near  Nedlands,  Western Australia,  Australia
</div>",,,,,,,-1,,,487,"Thales near  Nedlands,  Western Australia,  Australia",0101000020E61000009C7928C066F35C40606B0080ADFA3FC0,182,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 60<br>
<b>Bureaux:</b> Thales near  Neuilly,  Région Parisienne,  France
</div>",,,,,,,-1,,,60,"Thales near  Neuilly,  Région Parisienne,  France",0101000020E6100000F7E461A1D634D53F4541953F848A4740,183,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 611<br>
<b>Bureaux:</b> Thales near  New Castle,  Delaware,  United States
</div>",,,,,,,-1,,,611,"Thales near  New Castle,  Delaware,  United States",0101000020E610000027AA12C0A8E952C0B7C9F2BFA6D04340,184,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 194<br>
<b>Bureaux:</b> Thales near  New Delhi,  Territory of Delhi,  India
</div>",,,,,,,-1,,,194,"Thales near  New Delhi,  Territory of Delhi,  India",0101000020E6100000F47C1700F44B5340FBEAAA402D983C40,185,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 668<br>
<b>Bureaux:</b> Thales near  New York,  New York,  United States
</div>",,,,,,,-1,,,668,"Thales near  New York,  New York,  United States",0101000020E61000001E7123C0C48052C020802FE0C05A4440,186,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 604<br>
<b>Bureaux:</b> Thales near Nieuw Muckleneuk, Pretoria,  Gauteng,  South Africa
</div>",,,,,,,-1,,,604,"Thales near Nieuw Muckleneuk, Pretoria,  Gauteng,  South Africa",0101000020E61000009A417C60C7393C40D37D4ADFB5C339C0,306,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 543<br>
<b>Bureaux:</b> Thales near  Nowra,  New South Wales,  Australia
</div>",,,,,,,-1,,,543,"Thales near  Nowra,  New South Wales,  Australia",0101000020E61000008C6E18603AD3624064B2B8FFC86F41C0,190,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 404<br>
<b>Bureaux:</b> Thales near  Nürnberg,  Bayern,  Germany
</div>",,,,,,,-1,,,404,"Thales near  Nürnberg,  Bayern,  Germany",0101000020E6100000E68013C083212640020CCB9F6FB74840,191,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 572<br>
<b>Bureaux:</b> Thales near  Orchard Hills,  New South Wales,  Australia
</div>",,,,,,,-1,,,572,"Thales near  Orchard Hills,  New South Wales,  Australia",0101000020E61000001E0714A01CD76240F9043F60D4E340C0,194,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 61<br>
<b>Bureaux:</b> Thales near  Orsay,  Région Parisienne,  France
</div>",,,,,,,-1,,,61,"Thales near  Orsay,  Région Parisienne,  France",0101000020E610000095EB127AA280014065EDA5DF74594840,195,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 150<br>
<b>Bureaux:</b> Thales near  Ottawa,  Ontario,  Canada
</div>",,,,,,,-1,,,150,"Thales near  Ottawa,  Ontario,  Canada",0101000020E610000042380B20A1EF52C0C38A09206BA54640,197,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 450<br>
<b>Bureaux:</b> Thales near  Oviedo,  Oviedo,  Spain
</div>",,,,,,,-1,,,450,"Thales near  Oviedo,  Oviedo,  Spain",0101000020E610000041930E208DA417C06DFDF49F35AE4540,198,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 645<br>
<b>Bureaux:</b> Thales near  Oxford,  South West,  United Kingdom
</div>",,,,,,,-1,,,645,"Thales near  Oxford,  South West,  United Kingdom",0101000020E6100000D8BB3FDEABD601C0D7DF12807FBC4940,199,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 605<br>
<b>Bureaux:</b> Thales near  Palermo,  Capital Federal,  Argentina
</div>",,,,,,,-1,,,605,"Thales near  Palermo,  Capital Federal,  Argentina",0101000020E6100000EF2312E04F364DC0217AADDFA74A41C0,202,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 653<br>
<b>Bureaux:</b> Thales near  Papakura,  Auckland,  New Zealand
</div>",,,,,,,-1,,,653,"Thales near  Papakura,  Auckland,  New Zealand",0101000020E61000000BB20A4048DF654080EB2F606E8642C0,203,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 62<br>
<b>Bureaux:</b> Thales near  Paris,  Région Parisienne,  France
</div>",,,,,,,-1,,,62,"Thales near  Paris,  Région Parisienne,  France",0101000020E61000004243FF04172BE4BF8B7159E086C24540,204,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 234<br>
<b>Bureaux:</b> Thales near  Pforzheim,  Baden-Württemberg,  Germany
</div>",,,,,,,-1,,,234,"Thales near  Pforzheim,  Baden-Württemberg,  Germany",0101000020E6100000118DEE20766621402C2CB81FF0714840,206,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 551<br>
<b>Bureaux:</b> Thales near  Pialligo,  Australian Capital Territory,  Australia
</div>",,,,,,,-1,,,551,"Thales near  Pialligo,  Australian Capital Territory,  Australia",0101000020E610000065F0E65FC1A56240F12FDD7FBFA641C0,207,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 613<br>
<b>Bureaux:</b> Thales near  Pittsburgh,  Pennsylvania,  United States
</div>",,,,,,,-1,,,613,"Thales near  Pittsburgh,  Pennsylvania,  United States",0101000020E6100000163834C0E00154C0FE5A03006C374440,208,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 63<br>
<b>Bureaux:</b> Thales near  Plaisir,  Région Parisienne,  France
</div>",,,,,,,-1,,,63,"Thales near  Plaisir,  Région Parisienne,  France",0101000020E610000058A76F3E1A63124022BB1CC06C7C4640,209,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 107<br>
<b>Bureaux:</b> Thales near  Plymouth,  South West,  United Kingdom
</div>",,,,,,,-1,,,107,"Thales near  Plymouth,  South West,  United Kingdom",0101000020E610000075BF547DF88B10C0A1681EC022304940,210,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 498<br>
<b>Bureaux:</b> Thales near  Prague,  Prague,  Czech Republic
</div>",,,,,,,-1,,,498,"Thales near  Prague,  Prague,  Czech Republic",0101000020E6100000E9F3ACFFCEDD2C40B42737401F0A4940,212,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 574<br>
<b>Bureaux:</b> Thales near  Puckapunyal  ,  Victoria,  Australia
</div>",,,,,,,-1,,,574,"Thales near  Puckapunyal  ,  Victoria,  Australia",0101000020E61000001146FD3F98216240F0879FFF1E8242C0,213,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 443<br>
<b>Bureaux:</b> Thales near  Puente Genil,  Cordoba,  Spain
</div>",,,,,,,-1,,,443,"Thales near  Puente Genil,  Cordoba,  Spain",0101000020E6100000B7EC10FFB00513C09FECC1FFB1B24240,214,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 440<br>
<b>Bureaux:</b> Thales near  Puertollano,  Ciudad Real,  Spain
</div>",,,,,,,-1,,,440,"Thales near  Puertollano,  Ciudad Real,  Spain",0101000020E61000000DDC268172C00EC0D9E89C9FE25D4340,215,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 64<br>
<b>Bureaux:</b> Thales near  Puteaux,  Région Parisienne,  France
</div>",,,,,,,-1,,,64,"Thales near  Puteaux,  Région Parisienne,  France",0101000020E610000025CCB4FD2BEB01405A7F4B00FE704840,216,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 382<br>
<b>Bureaux:</b> Thales near  Quebec City,  Québec,  Canada
</div>",,,,,,,-1,,,382,"Thales near  Quebec City,  Québec,  Canada",0101000020E610000048F8DEDFA0DA51C0A90E5E60FB6B4740,218,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 151<br>
<b>Bureaux:</b> Thales near  Québec,  Québec,  Canada
</div>",,,,,,,-1,,,151,"Thales near  Québec,  Québec,  Canada",0101000020E61000008432E8DF09CE51C02B323A2009684740,217,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 220<br>
<b>Bureaux:</b> Thales near  Rabat,  Rabat-Sale-Zemmour-Zaer,  Morocco
</div>",,,,,,,-1,,,220,"Thales near  Rabat,  Rabat-Sale-Zemmour-Zaer,  Morocco",0101000020E61000005BB0F95D7D611BC07ABE0B00FA024140,219,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 65<br>
<b>Bureaux:</b> Thales near  Rambouillet,  Région Parisienne,  France
</div>",,,,,,,-1,,,65,"Thales near  Rambouillet,  Région Parisienne,  France",0101000020E6100000B81E85EB5138FD3FFBA6FADF5B524840,220,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 232<br>
<b>Bureaux:</b> Thales near  Raynes Park,  South East,  United Kingdom
</div>",,,,,,,-1,,,232,"Thales near  Raynes Park,  South East,  United Kingdom",0101000020E6100000E6E8F17B9BFECCBF739769A09EB44940,221,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 34<br>
<b>Bureaux:</b> Thales near  Rennes,  Bretagne,  France
</div>",,,,,,,-1,,,34,"Thales near  Rennes,  Bretagne,  France",0101000020E6100000299DFEA2BAEFFABF84C8D8BFA10D4840,223,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
